operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Estancias del Pilar|,"-34.45604,-58.94105",550000,USD,8339320,550000,1174,450,468.483816,1222.222222,,,,http://estancias-del-pilar.properati.com.ar/112su_venta_casa_estancias-del-pilar_luminoso_oppel-inmuebles_d63
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5909599,-58.3872131",,,,,125,110,,,,2,1500,http://recoleta.properati.com.ar/w1gy_venta_departamentos_recoleta
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Villa Adelina|,"-34.5191329,-58.5498665",75000,USD,1137180,75000,39,39,1923.076923,1923.076923,,2,,http://villa-adelina-san-isidro.properati.com.ar/ys6i_venta_departamentos_villa-adelina_parrilla_terraza_placard_morelli
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.492980617,-58.4846029191",861000,USD,13054826.4,861000,205,184,4200,4679.347826,,4,9300,http://la-lucila.properati.com.ar/vypz_venta_departamentos_la-lucila
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Gerli|,"-34.684023,-58.386304",70000,USD,1061368,70000,,45,,1555.555556,,2,,http://gerli-avellaneda.properati.com.ar/11wxg_venta_departamentos_gerli_balcon_gimnasio_sum_luminoso_vista_lujoso_electrogeno_garage_aire-acondicionado_doble-circulacion_re-max-titanium
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.744667,-58.391989",198000,USD,3002155.2,198000,183,110,1081.967213,1800,,,,http://banfield.properati.com.ar/x75n_venta_departamentos_banfield
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|,"-34.7494580923,-58.4154297614",129000,USD,1955949.6,129000,120,95,1075,1357.894737,,,,http://lomas-de-zamora-bs-as-g-b-a-zona-sur.properati.com.ar/wjq0_venta_casa_lomas-de-zamora
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,"-34.5279722,-58.5127089",165000,USD,2501796,165000,170,80,970.5882353,2062.5,,,,http://munro.properati.com.ar/nddx_venta_ph_munro_jujuy_2200
sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.6105808,-58.4796249",95000,USD,1440428,95000,53,47,1792.45283,2021.276596,,2,,http://villa-del-parque.properati.com.ar/wy0n_venta_departamentos_villa-del-parque
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.4819911,-58.5302094",800000,USD,12129920,800000,1637,378,488.6988393,2116.402116,,,,http://san-isidro.properati.com.ar/12r81_venta_casa_san-isidro_suite_jardin_lavadero_piscina_dependencias_julie-fortabat-propiedades_djs
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5582269,-58.4583569",95000,USD,1440428,95000,0,35,,2714.285714,,1,,http://belgrano.properati.com.ar/xw9a_venta_departamentos_belgrano_garage_estrenar_ziade-realty
sell,apartment,|Argentina|Capital Federal|Coghlan|,"-34.562326,-58.466835",77000,USD,1167504.8,77000,,32,,2406.25,3,2,,http://coghlan.properati.com.ar/11xwv_venta_departamentos_coghlan_luminoso_re-max-urbana
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4994133,-58.488181",255000,USD,3866412,255000,88,72,2897.727273,3541.666667,1,,,http://la-lucila.properati.com.ar/11ago_venta_departamentos_la-lucila_capitan-justo-g-de-bermudez_700_suite_garage_castro-feijoo-propiedades_arr
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudadela|,"-34.6464485,-58.538697",77500,USD,1175086,77500,70,50,1107.142857,1550,2,3,,http://ciudadela.properati.com.ar/8tis_venta_departamento_ciudadela_independencia_500
sell,PH,|Argentina|Capital Federal|Boedo|,"-34.629446,-58.424882",119500,USD,1811906.8,119500,105,60,1138.095238,1991.666667,,2,,http://boedo.properati.com.ar/zefv_venta_ph_boedo_lavadero_patio_terraza_eduardo-bertolotti-propiedades
sell,apartment,|Argentina|Capital Federal|Chacarita|,"-34.590414,-58.449508",125000,USD,1895300,125000,,53,,2358.490566,,2,,http://chacarita.properati.com.ar/y4ib_venta_departamentos_villa-crespo_lavadero_parrilla_terraza_estrenar_re-max-d-bosion
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.635893,-58.425656",79500,USD,1205410.8,79500,68,62,1169.117647,1282.258065,,2,,http://boedo.properati.com.ar/11hfo_venta_departamentos_boedo_lavadero_patio_luminoso_garage_di-mitrio-inmobiliaria_90i
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.577168,-58.538654",,,,,,,,,,4,,http://tres-de-febrero.properati.com.ar/um8n_venta_ph_tres-de-febrero
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6698099,-58.5573542",128000,USD,1940787.2,128000,99,99,1292.929293,1292.929293,,,,http://san-justo-la-matanza.properati.com.ar/ztd3_venta_casa_san-justo_lavadero_parrilla_patio_impecable_aire-acondicionado_eduardo-santisi-negocios-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5094953,-58.4778482",76000,USD,1152342.4,76000,30,30,2533.333333,2533.333333,1,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/su30_venta_departamentos_vicente-lopez
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6021358,-58.4270353",106000,USD,1607214.4,106000,,,,,,,,http://almagro.properati.com.ar/v42p_venta_departamentos_almagro
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6550449209,-58.5594892502",,,,,135,110,,,,,,http://ramos-mejia.properati.com.ar/egar_venta_otro_ramos-mejia
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.515769,-58.494837",189000,USD,2865693.6,189000,,86,,2197.674419,,3,,http://olivos.properati.com.ar/11ync_venta_departamentos_olivos_garage_re-max-norte
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,52,,,,2,,http://ramos-mejia.properati.com.ar/yice_venta_departamentos_ramos-mejia_terraza_garage_estrenar_losa-radiante_rodriguez-caceres-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|San Antonio De Padua|,"-34.6808355,-58.7012397",110000,USD,1667864,110000,100,100,1100,1100,,,,http://san-antonio-de-padua.properati.com.ar/231h_venta_casa_merlo_fray-mamerto-esquiu-1100_
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7448580446,-58.3946927588",85000,USD,1288804,85000,48,46,1770.833333,1847.826087,,2,1300,http://banfield.properati.com.ar/ovqq_venta_departamentos_banfield
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Munro|,"-34.5208148,-58.5196809",295000,USD,4472908,295000,300,280,983.3333333,1053.571429,,,,http://munro.properati.com.ar/n36g_venta_casa_munro_pelliza-mariano_4400
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4448262,-58.5386772",418000,USD,6337883.2,418000,450,180,928.8888889,2322.222222,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/11cnp_venta_casa_san-fernando_lanusse_400_suite_lavadero_parrilla_piscina_terraza_vestidor_dependencias_mariano-meyer-propiedades-csi-5637
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5566756,-58.4627538",145000,USD,2198548,145000,0,40,,3625,,2,1200,http://belgrano.properati.com.ar/12eok_venta_departamentos_belgrano_balcon_parrilla_luminoso_impecable_placard_subte-linea-d_belgrano-chico-propiedades_bo4
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4618193,-58.8643446",360000,USD,5458464,360000,367,317,980.9264305,1135.646688,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/10a2t_venta_departamentos_pilar_patio_karina-coseglia-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.7024239714,-58.3807039261",99000,USD,1501077.6,99000,105,68,942.8571429,1455.882353,,4,2,http://lanus.properati.com.ar/prus_venta_casa_lanus
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.64109,-58.6843812",125000,USD,1895300,125000,100,100,1250,1250,,3,,http://ituzaingo.properati.com.ar/rrsc_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Maschwitz|,"-34.3875647,-58.7323976",210000,USD,3184104,210000,150,150,1400,1400,,4,,http://maschwitz.properati.com.ar/gj2m_venta_casa_maschwitz
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6071687,-58.3936345",350000,USD,5306840,350000,297,227,1178.451178,1541.85022,,4,6000,http://balvanera.properati.com.ar/113ro_venta_departamentos_balvanera_baulera_parrilla_quincho_terraza_vestidor_grupo-g-asociados_cgu
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Don Bosco|,"-34.7042253,-58.3000623",,,,,223,223,,,,,,http://don-bosco-quilmes.properati.com.ar/12qqf_venta_casa_don-bosco_suite_jardin_lavadero_parrilla_quincho_garage_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.6427305,-58.5095326",59000,USD,894581.6,59000,29,29,2034.482759,2034.482759,,,,http://villa-luro.properati.com.ar/12uc9_venta_departamentos_villa-luro_luminoso_torres-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4757556,-58.5521641",118000,USD,1789163.2,118000,230,160,513.0434783,737.5,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/n70a_venta_casa_bs-as-g-b-a-zona-norte_esnaola-juan_1600
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.4358237864,-58.8781204645",220000,USD,3335728,220000,138,138,1594.202899,1594.202899,,4,,http://pilar.properati.com.ar/pq1j_venta_casa_pilar
sell,apartment,|Argentina|Capital Federal|Flores|,"-34.6294559,-58.4687273",,,,,,,,,,,,http://flores.properati.com.ar/rss1_venta_departamentos_flores
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.453537,-58.9379425",160000,USD,2425984,160000,410,160,390.2439024,1000,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/howe_venta_casa_pilar
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.575455,-58.407219",127000,USD,1925624.8,127000,,43,,2953.488372,,2,,http://palermo.properati.com.ar/10z3c_venta_departamentos_palermo_jardin_patio_luminoso_re-max-premium
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|La Comarca|,"-34.431709,-58.661005",269000,USD,4078685.6,269000,,200,,1345,,4,,http://la-comarca.properati.com.ar/12pmd_venta_casa_la-comarca_suite_jardin_lavadero_parrilla_piscina_toilette_vestidor_dependencias_losa-radiante_re-max-total-iv
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,355000,USD,5382652,355000,0,86,,4127.906977,,,,http://nordelta.properati.com.ar/r08p_venta_departamentos_nordelta_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.758926,-58.281784",,,,,,,,,,2,,http://quilmes.properati.com.ar/11mr0_venta_casa_quilmes_lavadero_garage_re-max-sur-iii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4958016,-58.4844759",260000,USD,3942224,260000,0,110,,2363.636364,2,,,http://la-lucila.properati.com.ar/sui4_venta_departamentos_la-lucila
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,500000,USD,7581200,500000,900,300,555.5555556,1666.666667,,,,http://benavidez.properati.com.ar/zhh7_venta_casa_benavidez_0_suite_hidromasaje_jardin_lavadero_parrilla_piscina_toilette_vestidor_luminoso_dependencias_diaz-romero-nordelta-marcelo-diaz-romero-cmsi-2662
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8377095,-58.3709311",100000,USD,1516240,100000,165,165,606.0606061,606.0606061,,,,http://burzaco.properati.com.ar/u9yg_venta_casa_burzaco
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.6209255,-58.5776558",85000,USD,1288804,85000,100,75,850,1133.333333,,5,,http://caseros.properati.com.ar/ul2z_venta_casa_caseros
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,75,,,,3,,http://ramos-mejia.properati.com.ar/s7cr_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4404625,-58.5543144",89232,USD,1352971.27,89232,46,41,1939.826087,2176.390244,4,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/n2uo_venta_departamentos_san-fernando_alsina_1000
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5328761,-58.7070911",180000,USD,2729232,180000,300,150,600,1200,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/ip5i_venta_casa_san-miguel
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.61718,-58.45626363",89000,USD,1349453.6,89000,44,40,2022.727273,2225,,1,,http://caballito.properati.com.ar/10awn_venta_departamentos_caballito_migliorisi-propiedades_cy0
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4261959,-58.5728177",88000,USD,1334291.2,88000,45,45,1955.555556,1955.555556,4,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/y1c6_venta_departamentos_tigre_remedios-de-escalada-de-san-martin_300_balcon_garage_placard_estrenar_lamarca-negocios-inmobiliarios-gabriel-h-ceruzzi-csi-5164
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.62818,-58.429483",223200,USD,3384247.68,223200,,64,,3487.5,19,3,,http://caballito.properati.com.ar/vwv8_venta_departamentos_caballito
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.5595435,-58.5664357",495000,USD,7505388,495000,300,200,1650,2475,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11n3y_venta_casa_san-isidro_almirante-brown_600_suite_lavadero_piscina_toilette_dependencias_valencia-ana-lomas-de-san-isidro
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,81500,USD,1235735.6,81500,,48,,1697.916667,,2,,http://haedo.properati.com.ar/s9ah_venta_departamentos_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7225927,-58.2700287",240000,USD,3638976,240000,400,300,600,800,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/ee9m_venta_casa_quilmes
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6177615,-58.383662",83000,USD,1258479.2,83000,36,31,2305.555556,2677.419355,,,,http://monserrat.properati.com.ar/12mg6_venta_departamentos_monserrat_suite_parrilla_sum_terraza_lujoso_garage_subte-linea-e_subte-linea-c_inmobiliaria-calot
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.585869,-58.543675",57000,USD,864256.8,57000,,56,,1017.857143,2,3,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/12pjt_venta_ph_general-san-martin_patio_luminoso_re-max-cosmopolita
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,,,,,,440,440,,,,,,http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/12qu1_venta_casa_berazategui_hidromasaje_luminoso_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Bella Vista|,"-34.5566587,-58.7006612",,,,,,,,,,,,http://bella-vista-san-miguel.properati.com.ar/sy65_venta_casa_bella-vista
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,,650000,USD,9855560,650000,387,359,1679.586563,1810.584958,,5,,http://banfield.properati.com.ar/x9cw_venta_casa_banfield
sell,PH,|Argentina|Capital Federal|Congreso|,"-34.6109696,-58.3955306",400000,USD,6064960,400000,503,192,795.2286282,2083.333333,,7,,http://congreso.properati.com.ar/10b80_venta_ph_congreso_terraza_luminoso_migliorisi-propiedades_cy2
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.619701,-58.5859556",110000,USD,1667864,110000,,,,,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/12csi_venta_casa_moron_tarabini-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,,285000,USD,4321284,285000,71,62,4014.084507,4596.774194,1,,,http://martinez.properati.com.ar/zh5n_venta_departamentos_martinez_del-medio_13600_balcon_baulera_lavadero_parrilla_patio_piscina_terraza_toilette_dependencias_garage_bezruk-carlos
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Aldo Bonzi|,"-34.7078223,-58.5180502",,,,,213,200,,,,,,http://aldo-bonzi.properati.com.ar/icni_venta_casa_aldo-bonzi
sell,apartment,|Argentina|Capital Federal|Centro / Microcentro|,"-34.596877,-58.3783809",103000,USD,1561727.2,103000,57,57,1807.017544,1807.017544,3,3,2900,http://centro-microcentro.properati.com.ar/ps43_venta_departamentos_centro-microcentro_esmeralda_900
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4235442,-58.5903165",1120000,ARS,1116891.34,73661.91,57,50,1292.314211,22400,,2,,http://tigre.properati.com.ar/rpm1_venta_departamentos_tigre
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4465229,-58.6338743",110000,USD,1667864,110000,32,32,3437.5,3437.5,,1,,http://nordelta.properati.com.ar/zzcq_venta_departamentos_nordelta_gimnasio_parrilla_luminoso_vista_garage_amenities_impecable_azul-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4888437,-58.5405603",410000,USD,6216584,410000,831,360,493.3814681,1138.888889,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/zgkm_venta_casa_bs-as-g-b-a-zona-norte_marquez-av-bernabe_2400_suite_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_garage_aire-acondicionado_m-o-connor-propiedades
