operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.507585,-58.477945",490000,USD,7429576,490000,,91,,5384.615385,9,3,,http://olivos.properati.com.ar/z21x_venta_departamentos_olivos_piscina_sum_garage_amenities_vicente-lopez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,"-34.6775894,-58.5616913",1000000,ARS,997224.37,65769.56,,,,,,,,http://lomas-del-mirador.properati.com.ar/etup_venta_departamento_lomas-del-mirador
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5437885,-58.5713924",,,,,248,167,,,,4,,http://villa-ballester.properati.com.ar/11vmg_venta_casa_villa-ballester_garage_inmobiliaria-alemana
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.5396792,-58.7042916",82000,USD,1243316.8,82000,47,47,1744.680851,1744.680851,10,2,,http://muniz.properati.com.ar/104ix_venta_departamentos_muniz_garage_placard_aire-acondicionado_federico-negro-estudio-inmobiliario
sell,apartment,|Argentina|Capital Federal|Paternal|,"-34.6040693,-58.4602095",59000,USD,894581.6,59000,0,40,,1475,,2,,http://paternal.properati.com.ar/12t3j_venta_departamentos_paternal_grupo-mega-ziade
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9128814367,-57.9653053652",570000,ARS,568417.9,37488.65,27,27,1388.468519,21111.11111,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/okxb_venta_departamentos_la-plata
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Lomas de Zamora|,"-34.752892,-58.434173",60000,USD,909744,60000,,60,,1000,,3,,http://lomas-de-zamora.properati.com.ar/10t4e_venta_ph_lomas-de-zamora_jardin_patio_luminoso_lujoso_impecable_re-max-titanium
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,335000,USD,5079404,335000,650,160,515.3846154,2093.75,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11yjc_venta_casa_tigre_0_lavadero_parrilla_piscina_vestidor_dependencias_acres-inmuebles-carlos-alberto-gutierrez-csi-2402
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7296064,-58.2910532",,,,,130,110,,,,,,http://quilmes.properati.com.ar/10gpw_venta_casa_quilmes_piscina_placard_gp-estudio-inmobiliario
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6200261,-58.3884668",78900,USD,1196313.36,78900,43,38,1834.883721,2076.315789,1,1,1600,http://congreso.properati.com.ar/12j7y_venta_departamentos_congreso_balcon_parrilla_luminoso_impecable_estrenar_subte-linea-e_maxi-propiedades
sell,apartment,|Argentina|Capital Federal|Agronomía|,"-34.5998566,-58.4890019",240000,USD,3638976,240000,97,88,2474.226804,2727.272727,,4,,http://agronomia.properati.com.ar/10vec_venta_departamentos_agronomia_balcon_baulera_suite_lavadero_luminoso_lujoso_dependencias_garage_victorino-de-la-plaza_d03
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.53386,-58.7070124",80000,USD,1212992,80000,58,,1379.310345,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/110h7_venta_departamentos_san-miguel_balcon_jardin_lavadero_luminoso_garage_placard_kloster-inmuebles
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,,,,,,,,,,,,,http://parque-leloir.properati.com.ar/11ee0_venta_casa_parque-leloir_lavadero_parrilla_piscina_quincho_luminoso_sauna_garage_amoblado_r-tavella-inmuebles_cz9
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.612338,-58.401328",75000,USD,1137180,75000,,34,,2205.882353,4,2,,http://balvanera.properati.com.ar/10vnl_venta_departamentos_balvanera_balcon_luminoso_re-max-city
sell,apartment,|Argentina|Capital Federal|Parque Chas|,"-34.58616,-58.475633",110000,USD,1667864,110000,,46,,2391.304348,2,2,,http://parque-chas.properati.com.ar/yc23_venta_departamentos_paternal_parrilla_sum_luminoso_garage_placard_estrenar_re-max-acci-oacute-n
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,105000,USD,1592052,105000,,45,,2333.333333,,2,,http://haedo.properati.com.ar/s5zi_venta_departamentos_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Pereyra|,,,,,,,,,,,4,,http://pereyra.properati.com.ar/118wq_venta_casa_la-plata_luminoso_re-max-sur-iii
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,110000,USD,1667864,110000,15,75,7333.333333,1466.666667,,3,,http://ramos-mejia.properati.com.ar/sbw0_venta_casa_la-matanza
sell,apartment,|Argentina|Capital Federal|Villa Pueyrredón|,"-34.5873917,-58.4893451",90000,USD,1364616,90000,50,45,1800,2000,,2,,http://villa-pueyrredon.properati.com.ar/rgmk_venta_departamentos_capital-federal
sell,PH,|Argentina|Capital Federal|Mataderos|,"-34.6565183,-58.501724",135000,USD,2046924,135000,62,58,2177.419355,2327.586207,,,,http://mataderos.properati.com.ar/11saz_venta_ph_mataderos_balcon_lavadero_parrilla_ing-e-a-villamil-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9398620205,-57.9905428892",100000,USD,1516240,100000,65,65,1538.461538,1538.461538,,3,,http://la-plata.properati.com.ar/x1ia_venta_departamentos_la-plata
sell,house,|Argentina|Capital Federal|Balvanera|,"-34.612743,-58.398728",219000,USD,3320565.6,219000,,20,,10950,,2,,http://balvanera.properati.com.ar/12pqb_venta_casa_balvanera_balcon_suite_lavadero_luminoso_subte-linea-a_subte-linea-h_re-max-premium
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.588522992,-58.388441235",870000,USD,13191288,870000,,,,,,,9600,http://recoleta.properati.com.ar/uuo3_venta_departamentos_recoleta_callao-av-_1876
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6495785,-58.6514908",,,,,,,,,,,,http://castelar-moron.properati.com.ar/w6qp_venta_casa_castelar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Martín Coronado|,"-34.5822850557,-58.6003542505",,,,,,68,,,,,,http://martin-coronado.properati.com.ar/yna4_venta_departamentos_martin-coronado_balcon_lavadero_luminoso_nardini-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,79000,USD,1197829.6,79000,110,80,718.1818182,987.5,,3,,http://ramos-mejia.properati.com.ar/sach_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,175000,USD,2653420,175000,,82,,2134.146341,,3,,http://haedo.properati.com.ar/10cpe_venta_departamentos_haedo_balcon_suite_vestidor_garage_impecable_placard_mg-de-luca-estudio-inmobiliario
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5288589,-58.7290848",120000,USD,1819488,120000,0,,,,,,1500,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/11m8l_venta_departamentos_san-miguel_balcon_toilette_lujoso_garage_placard_preiti-estudio-inmobiliario_dbb
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,75000,USD,1137180,75000,,42,,1785.714286,,2,,http://villa-luzuriaga.properati.com.ar/s7d1_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5580848,-58.5430865",90000,USD,1364616,90000,58,58,1551.724138,1551.724138,,,,http://san-martin.properati.com.ar/11zhf_venta_departamentos_san-martin_balcon_lavadero_toilette_garage_a-ferreyra-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|,"-34.6914703,-58.7155522",50000,USD,758120,50000,70,70,714.2857143,714.2857143,,3,,http://merlo-bs-as-g-b-a-zona-oeste.properati.com.ar/x1ek_venta_casa_merlo
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6165755,-58.4557784",,,,,66,63,,,,3,,http://caballito.properati.com.ar/10fo8_venta_departamentos_caballito_goyena
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,,49000,USD,742957.6,49000,,28,,1750,,1,,http://moron.properati.com.ar/12fxp_alquiler_departamentos_moron_estrenar_rocca-propiedades-moron
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.4547403,-58.541992",85000,USD,1288804,85000,43,43,1976.744186,1976.744186,,,1000,http://victoria.properati.com.ar/11flh_venta_departamentos_victoria_toilette_lujoso_garage_placard_aire-acondicionado_chozas-puntabayres
sell,apartment,|Argentina|Capital Federal|Palermo|,,295000,USD,4472908,295000,,85,,3470.588235,,2,,http://palermo.properati.com.ar/zyj4_venta_departamentos_capital-federal_garage_re-max-ayres
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,,88000,USD,1334291.2,88000,85,78,1035.294118,1128.205128,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/hn4u_venta_departamento_pilar
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7352224,-58.3222455",125000,USD,1895300,125000,,,,,,5,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/ihbr_venta_casa_quilmes
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5276248,-58.5103026",145000,USD,2198548,145000,114,114,1271.929825,1271.929825,,3,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/wrvs_venta_ph_vicente-lopez
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.6661301,-58.5915416",90000,USD,1364616,90000,108,,833.3333333,,,,,http://villa-luzuriaga.properati.com.ar/yocy_venta_casa_villa-luzuriaga_balcon_jardin_terraza_toilette_garage_placard_patricia-seiler-propiedades
sell,store,|Argentina|Capital Federal|Monserrat|,"-34.6117984,-58.3783962",,,,,500,,,,,7,,http://monserrat.properati.com.ar/ybny_venta_local_monserrat_lounge-propiedades_bry
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Ciudad Jardín Lomas del Palomar|,"-34.5972282503,-58.5850001048",530000,USD,8036072,530000,500,180,1060,2944.444444,,,,http://ciudad-jardin-lomas-del-palomar.properati.com.ar/119ra_venta_casa_ciudad-jardin-lomas-del-palomar_suite_jardin_lavadero_parrilla_piscina_toilette_garage_roldan-propiedades
sell,apartment,|Argentina|Capital Federal|Boedo|,"-34.63099,-58.4201892",67000,USD,1015880.8,67000,41,38,1634.146341,1763.157895,,,,http://boedo.properati.com.ar/vqr8_venta_departamentos_boedo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Tigre|,"-34.4273864,-58.5804352",380000,USD,5761712,380000,310,224,1225.806452,1696.428571,,,,http://tigre.properati.com.ar/vir6_venta_casa_tigre_bocalandro_1300
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6805097,-58.5550871",165000,USD,2501796,165000,95,85,1736.842105,1941.176471,,3,,http://san-justo-la-matanza.properati.com.ar/111kf_venta_departamentos_san-justo_lavadero_parrilla_patio_toilette_placard_russo-propiedades
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.6166871,-58.4443684",240000,USD,3638976,240000,103,91,2330.097087,2637.362637,5,3,3200,http://caballito.properati.com.ar/x4ij_venta_departamentos_caballito
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5961757,-58.5472411",,,,,,,,,,4,,http://tres-de-febrero.properati.com.ar/7fcf_venta_casa_tres-de-febrero
sell,apartment,|Argentina|Capital Federal|Coghlan|,"-34.5628256,-58.4651369",105000,USD,1592052,105000,40,36,2625,2916.666667,,,,http://coghlan.properati.com.ar/12lwp_venta_departamentos_coghlan_balcon_lavadero_piscina_quincho_luminoso_amenities_aire-acondicionado_inmobiliaria-calot
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.424002,-58.5848486",119000,USD,1804325.6,119000,64,60,1859.375,1983.333333,5,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/pgwp_venta_departamentos_san-fernando_lavalle_900
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6404856,-58.7012723",65000,USD,985556,65000,130,80,500,812.5,,,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/11j6d_venta_ph_ituzaingo_inmobiliaria-di-casoli
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4428827059,-58.8531398673",650000,USD,9855560,650000,356,356,1825.842697,1825.842697,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/12od5_venta_casa_pilar_suite_hidromasaje_lavadero_parrilla_piscina_quincho_terraza_toilette_vestidor_garage_amoblado_impecable_blanco-propiedades_dii
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,,http://nordelta.properati.com.ar/wptk_venta_casa_barrio-cabos-del-lago
sell,house,|Argentina|Capital Federal|Nuñez|,"-34.541401,-58.465397",390000,USD,5913336,390000,,216,,1805.555556,,5,,http://nunez.properati.com.ar/11yn5_venta_casa_nunez_balcon_suite_hidromasaje_lavadero_parrilla_patio_toilette_vestidor_garage_impecable_placard_re-max-data-house
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Bernal|,"-34.710631,-58.2652479",180000,USD,2729232,180000,390,,461.5384615,,,,,http://bernal.properati.com.ar/xtfr_venta_casa_bernal_jardin
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,,210000,USD,3184104,210000,281,190,747.3309609,1105.263158,,6,,http://ituzaingo.properati.com.ar/s5e5_venta_casa_ituzaingo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5800918,-58.538076",99000,USD,1501077.6,99000,67,47,1477.61194,2106.382979,,,,http://san-martin.properati.com.ar/1204s_venta_departamentos_san-martin_balcon_parrilla_amoblado_placard_cutuli-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,76000,USD,1152342.4,76000,,38,,2000,,2,,http://ramos-mejia.properati.com.ar/10cro_venta_departamentos_ramos-mejia_balcon_marras-propiedades
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.598836779,-58.3869235069",65000,USD,985556,65000,21,21,3095.238095,3095.238095,,,,http://barrio-norte.properati.com.ar/12mfs_venta_departamentos_barrio-norte_luminoso_kitchinete_subte-linea-d_subte-linea-b_inmobiliaria-calot
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|,"-34.5546663,-58.5607671",500000,ARS,498612.18,32884.78,65,,505.9196923,,,,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/118vw_venta_departamentos_general-san-martin_balcon_parrilla_piscina_lujoso_placard_aire-acondicionado_grupo-dinal-s-a
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5505785,-58.6988014",135000,USD,2046924,135000,,150,,900,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/ear4_venta_casa_san-miguel
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|Muñiz|,"-34.545091,-58.704732",295000,USD,4472908,295000,130,130,2269.230769,2269.230769,1,4,4000,http://muniz.properati.com.ar/104qk_venta_departamentos_muniz_baulera_suite_hidromasaje_lavadero_parrilla_toilette_vestidor_garage_amoblado_placard_aire-acondicionado_losa-radiante_federico-negro-estudio-inmobiliario
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Adrogué|,"-34.7989921,-58.3958536",240000,USD,3638976,240000,93,93,2580.645161,2580.645161,,3,1800,http://adrogue.properati.com.ar/1159n_venta_departamentos_adrogue_baulera_gimnasio_piscina_sum_garage_darquier-propiedades
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.585491,-58.412204",395000,USD,5989148,395000,,145,,2724.137931,5,4,,http://palermo.properati.com.ar/11mz0_venta_departamentos_palermo_balcon_baulera_suite_lavadero_lujoso_garage_alto-palermo
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6466308,-58.6354065",350000,USD,5306840,350000,208,208,1682.692308,1682.692308,,6,,http://castelar-moron.properati.com.ar/pd6r_venta_casa_castelar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,105000,USD,1592052,105000,,39,,2692.307692,,2,,http://ramos-mejia.properati.com.ar/11h7i_venta_departamentos_ramos-mejia_balcon_impecable_arkanian-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4994133,-58.488181",265000,USD,4018036,265000,88,72,3011.363636,3680.555556,,,,http://la-lucila.properati.com.ar/11zvn_venta_departamentos_la-lucila_capitan-justo-g-de-bermudez_700_balcon_garage_laura-jorge-propiedades_aub
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.42237,-58.576583",238000,USD,3608651.2,238000,,69,,3449.275362,9,3,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/rnqs_venta_departamentos_tigre
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9051120672,-57.9649969889",160000,USD,2425984,160000,252,100,634.9206349,1600,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/110by_venta_ph_la-plata_hidromasaje_lavadero_patio_quincho_impecable_placard_natalia-borello
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,290000,USD,4397096,290000,200,150,1450,1933.333333,,5,,http://haedo.properati.com.ar/zrt6_venta_casa_haedo_parrilla_patio_quincho_toilette_garage_berto-inmuebles
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,560000,USD,8490944,560000,902,330,620.8425721,1696.969697,,,,http://nordelta.properati.com.ar/rkm5_venta_casa_nordelta_200
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7188514,-58.2751178",,,,,54,54,,,,,,http://quilmes.properati.com.ar/12r3g_venta_casa_quilmes_garage_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,115000,USD,1743676,115000,,43,,2674.418605,,2,,http://haedo.properati.com.ar/sa2z_venta_departamentos_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5262724,-58.4753203",1680000,USD,25472832,1680000,1200,900,1400,1866.666667,,,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/10yrn_venta_casa_vicente-lopez_doctor-eduardo-madero_1000_suite_lavadero_parrilla_piscina_quincho_terraza_toilette_vestidor_luminoso_garage_achaval-toribio-acassuso
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.6037137392,-58.3815808896",153000,USD,2319847.2,153000,54,51,2833.333333,3000,,2,1200,http://barrio-norte.properati.com.ar/swyq_venta_departamentos_barrio-norte
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,76000,USD,1152342.4,76000,,49,,1551.020408,,2,,http://ramos-mejia.properati.com.ar/10yy7_venta_departamentos_ramos-mejia_busolin-bruno-propiedades
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5856433,-58.4191795",750000,USD,11371800,750000,230,206,3260.869565,3640.776699,,5,15000,http://palermo.properati.com.ar/11pqj_venta_departamentos_palermo_balcon_baulera_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_toilette_vestidor_luminoso_sauna_lujoso_dependencias_electrogeno_garage_placard_aire-acondicionado_losa-radiante_deptos-temporarios
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.6161514,-58.3619302",500000,USD,7581200,500000,78,68,6410.25641,7352.941176,,2,,http://puerto-madero.properati.com.ar/vs3l_venta_departamentos_puerto-madero
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4029231,-58.6821079",130000,USD,1971112,130000,46,41,2826.086957,3170.731707,1,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/116yy_venta_departamentos_bs-as-g-b-a-zona-norte_del-valle-aristobulo_2300_balcon_gimnasio_lavadero_parrilla_piscina_quincho_sum_garage_amenities_hyland-harold-martinez
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5630562,-58.4474918",1080000,USD,16375392,1080000,159,149,6792.45283,7248.322148,,4,15000,http://belgrano.properati.com.ar/12kdp_venta_departamentos_belgrano_suite_gimnasio_parrilla_piscina_quincho_sum_toilette_dependencias_garage_tenis_subte-linea-d_tesler-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4857841,-58.5108205",175000,USD,2653420,175000,62,60,2822.580645,2916.666667,2,,,http://martinez.properati.com.ar/zhp5_venta_departamentos_martinez_san-lorenzo_1100_suite_jardin_parrilla_piscina_terraza_toilette_vestidor_garage_ros-artayeta-propiedades-san-isidro-alejandro-ros-artayeta-csi-4974
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.5879293,-58.5800764",75000,USD,1137180,75000,100,90,750,833.3333333,,3,,http://tres-de-febrero.properati.com.ar/7fi5_venta_ph_tres-de-febrero
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,350000,USD,5306840,350000,220,220,1590.909091,1590.909091,,6,,http://ramos-mejia.properati.com.ar/xuaq_venta_casa_ramos-mejia_garage
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|El Palomar|,"-34.6117871,-58.5947915",129000,USD,1955949.6,129000,,,,,,3,,http://el-palomar.properati.com.ar/g91g_venta_casa_el-palomar
sell,apartment,|Argentina|Capital Federal|Caballito|,"-34.607026,-58.442438",140000,USD,2122736,140000,49,44,2857.142857,3181.818182,,2,,http://caballito.properati.com.ar/10b20_venta_departamentos_caballito_lavadero_parrilla_piscina_sum_lujoso_garage_migliorisi-propiedades_cy3
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,"-34.65714264,-58.6241684",170000,USD,2577608,170000,,,,,,,,http://moron.properati.com.ar/11t6f_venta_casa_moron_lavadero_patio_garage_isabel-minim_5f8
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,280,,,,,,http://ramos-mejia.properati.com.ar/sbp3_venta_local_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,"-34.701683,-58.590775",580000,USD,8794192,580000,,20,,29000,,11,,http://isidro-casanova.properati.com.ar/12sn3_venta_casa_isidro-casanova_luminoso_garage_estrenar_re-max-alianza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5520329365,-58.5509135976",190000,USD,2880856,190000,120,120,1583.333333,1583.333333,,,,http://san-martin.properati.com.ar/u7r1_venta_departamentos_san-martin
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.563881,-58.465333",162000,USD,2456308.8,162000,,71,,2281.690141,9,2,,http://belgrano.properati.com.ar/yvnm_venta_departamentos_colegiales_balcon_parrilla_piscina_sum_terraza_luminoso_impecable_aire-acondicionado_estrenar_re-max-bur-oacute
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.5428957,-58.7049262",700000,ARS,698057.03,46038.69,33,30,1395.111818,23333.33333,4,,,http://san-miguel-san-miguel.properati.com.ar/104rn_venta_departamentos_san-miguel_luminoso_amoblado_federico-negro-estudio-inmobiliario
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|,"-34.6869848125,-58.7840274588",78000,USD,1182667.2,78000,400,166,195,469.8795181,,,,http://merlo-bs-as-g-b-a-zona-oeste.properati.com.ar/xi1l_venta_casa_merlo_patio_garage
