operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7247263,-58.2495",,,,,82,74,,,,3,,http://quilmes.properati.com.ar/12qux_venta_departamentos_quilmes_balcon_baulera_jardin_lavadero_parrilla_piscina_sum_toilette_luminoso_garage_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,"-34.6551903,-58.3525248",82000,USD,1243316.8,82000,0,50,,1640,,,,http://lanus.properati.com.ar/rf3y_venta_ph_lanus
sell,apartment,|Argentina|Capital Federal|Monserrat|,"-34.6233199695,-58.3974607122",1386000,ARS,1382153.13,91156.62,39,33,2337.349231,42000,,,,http://monserrat.properati.com.ar/t05l_venta_departamentos_monserrat
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.553897,-58.451939",105000,USD,1592052,105000,,33,,3181.818182,1,1,,http://belgrano.properati.com.ar/zsd5_venta_departamentos_belgrano_balcon_luminoso_aire-acondicionado_imprenta
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,695000,USD,10537868,695000,730,294,952.0547945,2363.945578,,,,http://nordelta.properati.com.ar/nn0w_venta_casa_nordelta_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6381088,-58.6589845",300000,USD,4548720,300000,240,240,1250,1250,,,,http://ituzaingo.properati.com.ar/w7qp_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.5070864,-58.528025",250000,USD,3790600,250000,175,120,1428.571429,2083.333333,,,,http://martinez.properati.com.ar/pjab_venta_casa_martinez_puerto-rico_2500
sell,apartment,|Argentina|Capital Federal|Villa del Parque|,"-34.6288131,-58.4722301",89681,USD,1359779.19,89681,46,39,1949.586957,2299.512821,,1,1500,http://villa-del-parque.properati.com.ar/12q2f_venta_departamentos_villa-del-parque_parrilla_piscina_sum_lujoso_amenities_subte-linea-a_le-bleu
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.598701,-58.429799",,,,,38,34,,,,1,,http://villa-crespo.properati.com.ar/10bdf_venta_departamentos_villa-crespo_lujoso_amenities_migliorisi-propiedades_cy0
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,"-34.7143561,-58.3942322",70000,USD,1061368,70000,,,,,,,,http://lanus-oeste.properati.com.ar/11u1q_venta_ph_lanus-oeste_lavadero_patio_terraza_placard_novo-inmobiliaria
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8237295118,-58.3854934376",125000,USD,1895300,125000,180,95,694.4444444,1315.789474,,,,http://burzaco.properati.com.ar/g4i9_venta_casa_burzaco
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.45179367,-58.88669586",125000,USD,1895300,125000,,,,,,,,http://pilar.properati.com.ar/rmf1_venta_casa_pilar
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5233704,-58.4877464",,,,,120,110,,,,4,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/mp83_venta_casa_vicente-lopez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9234786,-57.9906139",,,,,55,55,,,,3,,http://la-plata.properati.com.ar/phiq_venta_departamentos_la-plata
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.659475,-58.55513",249000,USD,3775437.6,249000,,198,,1257.575758,,4,,http://ramos-mejia.properati.com.ar/10yzg_venta_casa_la-matanza_suite_lavadero_parrilla_patio_piscina_terraza_luminoso_garage_placard_re-max-total-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.4996796,-58.4860549",220000,USD,3335728,220000,84,53,2619.047619,4150.943396,1,,,http://la-lucila.properati.com.ar/11941_venta_departamentos_la-lucila_doctor-jose-ingenieros_600_garage_estrenar_castro-feijoo-propiedades_arr
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|,"-34.6878049178,-58.4931485218",,,,,748,,,,,,,http://la-matanza.properati.com.ar/v6x1_venta_casa_la-matanza
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.587784686,-58.3865802491",645000,USD,9779748,645000,195,162,3307.692308,3981.481481,,7,9000,http://barrio-norte.properati.com.ar/10cm9_venta_departamentos_barrio-norte_balcon_suite_toilette_luminoso_dependencias_placard_durban-keiller-asesoramiento-inmobiliario_bx8
sell,house,|Argentina|Capital Federal|Mataderos|,"-34.6666023,-58.503177",200000,USD,3032480,200000,340,170,588.2352941,1176.470588,,4,,http://mataderos.properati.com.ar/1085i_venta_casa_mataderos_baulera_lavadero_parrilla_patio_terraza_luminoso_garage_zappino-propiedades_b3e
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús Oeste|,"-34.7082789,-58.4025615",190000,USD,2880856,190000,,,,,,3,,http://lanus-oeste.properati.com.ar/myk8_venta_casa_lanus-oeste
sell,apartment,|Argentina|Capital Federal|Villa Pueyrredón|,"-34.590144,-58.504588",99000,USD,1501077.6,99000,,42,,2357.142857,5,2,,http://villa-pueyrredon.properati.com.ar/1174b_venta_departamentos_villa-pueyrredon_luminoso_urquiza
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5628625,-58.4436593",310000,USD,4700344,310000,160,150,1937.5,2066.666667,,4,4000,http://belgrano.properati.com.ar/11otg_venta_departamentos_belgrano_lavadero_patio_lujoso_dependencias_asempro_dcw
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,110000,USD,1667864,110000,128,90,859.375,1222.222222,,3,,http://haedo.properati.com.ar/s8il_venta_ph_moron
sell,store,|Argentina|Capital Federal|Belgrano|,"-34.5652276,-58.4402713",400000,USD,6064960,400000,100,100,4000,4000,,4,,http://belgrano.properati.com.ar/rv1v_venta_local_belgrano
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.644903,-58.5732756",620000,USD,9400688,620000,673,500,921.2481426,1240,,,,http://ramos-mejia.properati.com.ar/whit_venta_casa_ramos-mejia
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6393889,-58.6568538",250000,USD,3790600,250000,200,200,1250,1250,,,,http://ituzaingo.properati.com.ar/l9a6_venta_casa_ituzaingo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,47,,,,2,,http://ramos-mejia.properati.com.ar/s99r_venta_departamentos_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,,800000,USD,12129920,800000,2400,575,333.3333333,1391.304348,,6,,http://pilar.properati.com.ar/117py_venta_casa_pilar_gimnasio_piscina_quincho_sum_garage_tenis_arkanian-propiedades
sell,apartment,|Argentina|Capital Federal|Parque Patricios|,,154500,USD,2342590.8,154500,147,120,1051.020408,1287.5,,4,,http://parque-patricios.properati.com.ar/11orj_venta_departamentos_parque-patricios_balcon_lavadero_patio_toilette_garage_doble-circulacion_asempro_dcw
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5900076,-58.3829552",590000,USD,8945816,590000,157,140,3757.961783,4214.285714,,4,,http://barrio-norte.properati.com.ar/10b09_venta_departamentos_barrio-norte_luminoso_dependencias_garage_migliorisi-propiedades_cy0
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5952525271,-58.396130046",350000,USD,5306840,350000,115,115,3043.478261,3043.478261,,4,,http://recoleta.properati.com.ar/12txo_venta_departamentos_recoleta_balcon_dependencias_garage_subte-linea-d_subte-linea-h_zuker-propiedades_dkh
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6177126,-58.4217103",72000,USD,1091692.8,72000,45,45,1600,1600,,2,,http://almagro.properati.com.ar/111fx_venta_departamentos_almagro_luminoso_migliorisi-propiedades_cy1
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,4360383,ARS,4348280.8,286780.51,147,108,1950.887823,40373.91667,,,,http://nordelta.properati.com.ar/1195m_venta_departamentos_nordelta_parrilla_toilette_vestidor_luminoso_rosario-costantini-csi-6033
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.5992315,-58.4259648",86000,USD,1303966.4,86000,31,28,2774.193548,3071.428571,,2,,http://almagro.properati.com.ar/12pfw_venta_departamentos_almagro_balcon_luminoso_subte-linea-b_migliorisi-propiedades_cy3
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4768138,-58.5716482",305000,USD,4624532,305000,315,158,968.2539683,1930.379747,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/yanl_venta_casa_bs-as-g-b-a-zona-norte_quito_2500_baulera_suite_lavadero_parrilla_piscina_luminoso_vista_garage_ramos-l-j-lomas-de-san-isidro
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|,"-34.577168,-58.538654",,,,,,,,,,3,,http://tres-de-febrero.properati.com.ar/ph6m_venta_casa_tres-de-febrero
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,,,,,,,,,,,,http://nordelta.properati.com.ar/w1da_venta_departamentos_nordelta
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Merlo|Merlo|,"-34.6870781,-58.7829935",140000,USD,2122736,140000,373,300,375.3351206,466.6666667,,,,http://merlo.properati.com.ar/12kvn_venta_casa_merlo_hidromasaje_jardin_lavadero_patio_terraza_garage_lis-calveiro-propiedades-ituzaingo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.50704,-58.477364",765000,USD,11599236,765000,,135,,5666.666667,3,4,,http://olivos.properati.com.ar/z233_venta_departamentos_olivos_parrilla_dependencias_garage_vicente-lopez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Sáenz Peña|,"-34.6021425,-58.537245",77000,USD,1167504.8,77000,44,40,1750,1925,4,2,1200,http://saenz-pena.properati.com.ar/ps51_venta_departamentos_saenz-pena
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.66028976,-58.67717361",130000,USD,1971112,130000,,,,,,,,http://ituzaingo.properati.com.ar/w4wb_venta_casa_ituzaingo
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Estancias del Pilar|,,470000,USD,7126328,470000,400,400,1175,1175,,3,,http://estancias-del-pilar.properati.com.ar/z3lq_venta_casa_estancias-del-pilar_lavadero_parrilla_piscina_dependencias_izrastzoff-agentes-inmobiliarios
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.4311522,-58.8652795",1395480,ARS,1391606.73,91780.11,82,40,1119.269634,34887,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/s2an_venta_departamentos_pilar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,,90000,USD,1364616,90000,,95,,947.3684211,,3,,http://lomas-del-mirador.properati.com.ar/s7ze_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,,42,,,,2,,http://haedo.properati.com.ar/sbdy_venta_departamentos_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Hurlingham|,"-34.5909649562,-58.6466908735",750000,ARS,747918.28,49327.17,,,,,,,,http://hurlingham-bs-as-g-b-a-zona-oeste.properati.com.ar/gjhy_venta_casa_hurlingham
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Lomas de Zamora|Banfield|,"-34.7407841449,-58.3816221181",143000,USD,2168223.2,143000,0,0,,,,4,,http://banfield.properati.com.ar/rbzx_venta_casa_banfield
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,159000,USD,2410821.6,159000,74,49,2148.648649,3244.897959,,2,,http://nordelta.properati.com.ar/11okw_venta_departamentos_nordelta_gimnasio_jardin_lavadero_parrilla_piscina_sum_vista_garage_aire-acondicionado_latitud-ns_dck
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,80000,USD,1212992,80000,,52,,1538.461538,,3,,http://villa-luzuriaga.properati.com.ar/11h8h_venta_departamentos_villa-luzuriaga_lavadero_patio_impecable_placard_sabadell-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,75000,USD,1137180,75000,,52,,1442.307692,,2,,http://ramos-mejia.properati.com.ar/sbyt_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6522009366,-58.5709567577",,,,,,42,,,,,,http://ramos-mejia.properati.com.ar/xmp1_venta_departamentos_ramos-mejia_patio
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|Victoria|,"-34.450503,-58.5318654",150800,USD,2286489.92,150800,0,65,,2320,1,,,http://victoria.properati.com.ar/12p6r_venta_departamentos_victoria_avenida-del-libertador_3300_balcon_suite_parrilla_piscina_vestidor_garage_estrenar_lencke-propiedades-martinez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Lomas del Mirador|,,50000,USD,758120,50000,,38,,1315.789474,,2,,http://lomas-del-mirador.properati.com.ar/s611_venta_departamentos_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|,"-34.6404786,-58.7073961",75000,USD,1137180,75000,200,,375,,,6,,http://ituzaingo-bs-as-g-b-a-zona-oeste.properati.com.ar/rsmd_venta_casa_ituzaingo
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.583754,-58.425947",116000,USD,1758838.4,116000,,36,,3222.222222,,2,,http://palermo.properati.com.ar/yk4c_venta_departamentos_almagro_balcon_impecable_estrenar_re-max-city
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6813072562,-58.5693426013",110000,USD,1667864,110000,135,75,814.8148148,1466.666667,,3,,http://san-justo-la-matanza.properati.com.ar/uc9t_venta_ph_san-justo
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,100000,USD,1516240,100000,,42,,2380.952381,,2,,http://ramos-mejia.properati.com.ar/10cos_venta_departamentos_ramos-mejia_patio_quincho_garage_estrenar_berto-inmuebles
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.506033,-58.482268",190000,USD,2880856,190000,,60,,3166.666667,2,3,,http://olivos.properati.com.ar/yvk6_venta_departamentos_olivos_suite_gimnasio_parrilla_piscina_vestidor_lujoso_garage_acassuso
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.553292,-58.457291",87000,USD,1319128.8,87000,,33,,2636.363636,2,1,,http://belgrano.properati.com.ar/fw5y_venta_departamento_belgrano
sell,apartment,|Argentina|Capital Federal|,,80000,USD,1212992,80000,,50,,1600,,2,,http://capital-federal.properati.com.ar/10ut6_venta_departamentos_capital-federal_garage_lenge-propiedades-suc-luzuriaga
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,,,,,,,45,,,,2,,http://villa-luzuriaga.properati.com.ar/saux_venta_departamentos_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Pilar|,"-34.448043,-58.745871",230000,USD,3487352,230000,100,100,2300,2300,2,,,http://pilar.properati.com.ar/112sx_venta_departamentos_pilar_oppel-inmuebles_d63
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|,"-34.7352968,-58.2458524",80000,USD,1212992,80000,,,,,,,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/y27g_venta_departamentos_quilmes_placard_fer-propiedades
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6103271,-58.4260507",90000,USD,1364616,90000,63,38,1428.571429,2368.421053,,1,,http://almagro.properati.com.ar/odc4_venta_departamentos_almagro_rawson-de-dellepiane-elvira-av-_200
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5624895863,-58.4592432485",395000,USD,5989148,395000,210,126,1880.952381,3134.920635,,4,2900,http://belgrano.properati.com.ar/ysjn_venta_departamentos_belgrano_baulera_suite_jardin_patio_toilette_luminoso_placard_belga-inmobiliaria
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.64666367,-58.79487991",68000,USD,1031043.2,68000,,,,,,,,http://moreno.properati.com.ar/vaey_venta_departamentos_moreno
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.431122031,-58.8391858457",78000,USD,1182667.2,78000,79,51,987.3417722,1529.411765,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zuew_venta_departamentos_pilar_gimnasio_lavadero_parrilla_piscina_sum_terraza_luminoso_garage_estrenar_durban-keiller-asesoramiento-inmobiliario
sell,store,|Argentina|Capital Federal|Villa Crespo|,"-34.5948790782,-58.4398432243",270000,USD,4093848,270000,100,100,2700,2700,,,,http://villa-crespo.properati.com.ar/npsn_venta_local_villa-crespo_serrano_700
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|,"-34.5542457,-58.7134252",120000,USD,1819488,120000,,,,,,,,http://san-miguel-bs-as-g-b-a-zona-norte.properati.com.ar/eisj_venta_ph_san-miguel
sell,apartment,|Argentina|Capital Federal|Tribunales|,"-34.6031545441,-58.3932320736",145000,USD,2198548,145000,72,72,2013.888889,2013.888889,,,,http://tribunales.properati.com.ar/x9m9_venta_departamentos_tribunales
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.652221803,-58.6382978804",120000,USD,1819488,120000,75,70,1600,1714.285714,,4,,http://castelar-moron.properati.com.ar/yneh_venta_departamentos_castelar_balcon_luminoso_dependencias_placard_butiler-propiedades_3sx
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|,"-34.821907,-58.180861",450000,USD,6823080,450000,270,270,1666.666667,1666.666667,,,,http://berazategui-bs-as-g-b-a-zona-sur.properati.com.ar/vfmd_venta_casa_berazategui_calle-63
sell,house,|Argentina|Capital Federal|Parque Centenario|,"-34.6039475566,-58.4421587249",410000,USD,6216584,410000,250,225,1640,1822.222222,,,,http://parque-centenario.properati.com.ar/12lvq_venta_casa_parque-centenario_balcon_lavadero_parrilla_patio_terraza_dependencias_garage_placard_aire-acondicionado_subte-linea-b_inmobiliaria-calot
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5159689,-58.5047153",240000,USD,3638976,240000,103,103,2330.097087,2330.097087,,3,,http://olivos.properati.com.ar/y142_venta_casa_olivos-golf-club_jardin_toilette_pastori-propiedades
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7183193,-58.2460594",60000,USD,909744,60000,38,38,1578.947368,1578.947368,,1,,http://quilmes.properati.com.ar/pidn_venta_departamentos_quilmes
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Presidente Perón|,"-34.9045213,-58.357402",310000,USD,4700344,310000,2300,300,134.7826087,1033.333333,,,,http://presidente-peron.properati.com.ar/hv6m_venta_casa_presidente-peron
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5626966,-58.445619",560000,USD,8490944,560000,240,230,2333.333333,2434.782609,,4,5000,http://belgrano.properati.com.ar/ule3_alquiler_departamentos_belgrano
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4283419,-58.5885278",230000,USD,3487352,230000,41,150,5609.756098,1533.333333,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/nkc4_venta_casa_tigre_billoch-j-m-_0
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6101223,-58.4059406",130000,USD,1971112,130000,73,73,1780.821918,1780.821918,,3,,http://balvanera.properati.com.ar/12tws_venta_departamentos_balvanera_luminoso_lujoso_subte-linea-b_subte-linea-a_subte-linea-h_zuker-propiedades_dkh
sell,apartment,|Argentina|Capital Federal|Barrio Norte|,"-34.5835376,-58.4053183",149000,USD,2259197.6,149000,53,50,2811.320755,2980,,,,http://barrio-norte.properati.com.ar/11a34_venta_departamentos_barrio-norte_zarlenga-inmobiliaria_bcl
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.648433,-58.570221",220000,USD,3335728,220000,180,140,1222.222222,1571.428571,,5,,http://ramos-mejia.properati.com.ar/oi7k_venta_casa_ramos-mejia
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|Manuel Alberti|,"-34.436194,-58.780833",90000,USD,1364616,90000,,20,,4500,1,,,http://manuel-alberti.properati.com.ar/11bsu_venta_local_pilar_sum_garage_re-max-premium
sell,apartment,|Argentina|Capital Federal|Palermo|,"-34.5832754,-58.4260268",1200000,USD,18194880,1200000,200,,6000,,,,,http://palermo.properati.com.ar/zkv3_venta_departamentos_palermo_balcon_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_toilette_vestidor_vista_sauna_dependencias_garage_amenities_placard_losa-radiante_novosad-vanina-inmobiliaria
sell,apartment,|Argentina|Capital Federal|Once|,"-34.6060331,-58.398382",124000,USD,1880137.6,124000,85,77,1458.823529,1610.38961,,3,,http://once.properati.com.ar/rsx5_venta_departamentos_once
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Luzuriaga|,"-34.651373,-58.583586",68000,USD,1031043.2,68000,,38,,1789.473684,,2,,http://villa-luzuriaga.properati.com.ar/116oj_venta_departamentos_la-matanza_balcon_luminoso_garage_placard_re-max-oeste
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Villa Madero|,"-34.6771861,-58.5106549",130000,USD,1971112,130000,96,87,1354.166667,1494.252874,2,3,,http://villa-madero.properati.com.ar/xt0r_venta_departamentos_villa-madero_balcon
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,44,,,,2,,http://ramos-mejia.properati.com.ar/s5ul_venta_departamentos_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,,,,,,,,,,,6,,http://parque-leloir.properati.com.ar/z1e3_venta_casa_parque-leloir_lenge-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9220953,-57.9407086",130000,USD,1971112,130000,85,80,1529.411765,1625,4,4,,http://la-plata.properati.com.ar/ujzr_venta_departamentos_la-plata
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|,,30000,USD,454872,30000,600,,50,,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/wxu4_venta_ph_bs-as-g-b-a-zona-norte
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,62,,,,2,,http://ramos-mejia.properati.com.ar/s5tq_venta_departamentos_la-matanza
sell,PH,|Argentina|Capital Federal|San Telmo|,"-34.62083,-58.377678",149000,USD,2259197.6,149000,,20,,7450,,2,,http://san-telmo.properati.com.ar/10ove_venta_ph_puerto-madero_suite_hidromasaje_parrilla_patio_terraza_lujoso_re-max-central
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5075624,-58.47782",600000,USD,9097440,600000,212,140,2830.188679,4285.714286,11,,,http://olivos.properati.com.ar/uquq_venta_departamentos_olivos_corrientes_300
sell,PH,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Sarandi|,"-34.6704516,-58.3412877",58000,USD,879419.2,58000,141,48,411.3475177,1208.333333,,,,http://sarandi.properati.com.ar/yc8f_venta_ph_dock-sud_lavadero_parrilla_patio_americo-gonzalez
sell,PH,|Argentina|Capital Federal|Villa Crespo|,"-34.5971909,-58.4369354",113000,USD,1713351.2,113000,100,57,1130,1982.45614,,,,http://villa-crespo.properati.com.ar/ef75_venta_ph_villa-crespo
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5715446,-58.4444595",,,,,110,100,,,6,4,5300,http://belgrano.properati.com.ar/12vn4_venta_departamentos_belgrano_balcon_lavadero_toilette_luminoso_dependencias_garage_placard_subte-linea-d_estela-da-onofrio-propiedades
